"carb_volume","fill_ounces","pc_volume","carb_pressure","carb_temp","psc","psc_fill","psc_co2","mnf_flow","carb_pressure1","fill_pressure","hyd_pressure1","hyd_pressure2","hyd_pressure3","hyd_pressure4","filler_level","filler_speed","temperature","usage_cont","carb_flow","density","mfr","balling","pressure_vacuum","oxygen_filler","bowl_setpoint","pressure_setpoint","air_pressurer","alch_rel","carb_rel","balling_lvl","brand_codeA","brand_codeB","brand_codeC","brand_codeD","carb_volume_scaled","fill_ounces_scaled","pc_volume_scaled","carb_pressure_scaled","carb_temp_scaled","psc_scaled","psc_fill_scaled","psc_co2_scaled","mnf_flow_scaled","carb_pressure1_scaled","fill_pressure_scaled","hyd_pressure1_scaled","hyd_pressure2_scaled","hyd_pressure3_scaled","hyd_pressure4_scaled","filler_level_scaled","filler_speed_scaled","temperature_scaled","usage_cont_scaled","carb_flow_scaled","density_scaled","mfr_scaled","balling_scaled","pressure_vacuum_scaled","oxygen_filler_scaled","bowl_setpoint_scaled","pressure_setpoint_scaled","air_pressurer_scaled","alch_rel_scaled","carb_rel_scaled","balling_lvl_scaled"
5.48666666666667,24.3133333333333,0.100451764161383,2.03765442980043,0.851601907617778,0.026,0.121000313490943,0.12,-110.843304917764,12046.8494446934,45.8,0,0,0,114.730047862817,118.6,4010,65.6,17.68,265175624.957808,0.534262801432692,722.8,0.581116761917794,-65.1008119511323,0.03,120,46,146.2,7.14,5.44,0.366423545302701,"1","0","0","0",0.874999999999997,3.18749999999908,-2.6855397950842,-0.21032386823541,-0.836687787805701,-0.806451612903226,-0.12735506770566,1.33333333333336,-0.8590711899286,-0.711524141984304,-0.200000000000001,-0.766976804935735,-0.908794522314517,-0.920761244626505,-0.285913525472976,0.0489510489510487,0.22,0,-0.839884947267497,0.0220794573140766,0.783931259248915,-0.0973451327433647,0.763946730979664,1.44929370870809,-0.0933125972006222,0,0,4.49999999999993,0.563106796116505,0.186046511627907,0.867437530851029
5.38,23.9266666666667,0.213459086304463,2.03602061280726,0.851637822037396,0.09,0.160766933124302,0.04,-110.843304917764,12305.242729494,45.6,0,0,0,146.641577868559,120.2,4014,66.2,23.82,242486788.039263,0.531962444197304,738.8,0.579597980849539,-65.1008119511323,0.024,120,46,146.6,7.16,5.44,0.366302228519512,"1","0","0","0",0.20833333333331,-0.437499999999242,-0.0197457215042973,-0.338602509765993,-0.511496392068428,0.225806451612903,0.336217745964368,0,-0.8590711899286,-0.528817502467508,-0.25,-0.766976804935735,-0.908794522314517,-0.920761244626505,1.43990591961673,0.104895104895105,0.26,0.500000000000006,0.337488015340364,-0.168374152966597,0.762833030709558,0.610619469026546,0.747742096027559,1.44929370870809,-0.279937791601866,0,0,4.99999999999993,0.582524271844661,0.186046511627907,0.863236977376211
5.24666666666667,23.98,0.20924799905367,2.02927653985974,0.851677170998636,0.132,0.0968329620404718,0.14,-110.843304917764,12566.5372704404,46,0,0,0,112.091865526348,120.2,4014,65.4,18.4,233020524.299466,0.431699020849802,740.4,0.490192657826613,-65.1008119511323,0.064,120,46,147.2,6.52,5.34,0.340620010907223,"0","1","0","0",-0.625000000000003,0.0625000000002914,-0.119083456649266,-0.868111334626719,-0.155206529589506,0.903225806451613,-0.409081983750817,1.6666666666667,-0.8590711899286,-0.344059421245563,-0.15,-0.766976804935735,-0.908794522314517,-0.920761244626505,-0.428590055716126,0.104895104895105,0.26,-0.166666666666657,-0.701821668264621,-0.247835436574295,-0.156754843460912,0.681415929203538,-0.206168018236437,1.44929370870809,0.964230171073095,0,0,5.74999999999991,-0.0388349514563107,-0.279069767441863,-0.0260013093337954
5.26666666666667,24.0066666666667,0.188861327735568,2.05003834344828,0.851824239675053,0.014,0.160766933124304,0.0599999999999996,-110.843304917764,12348.5902483538,45.2,0,0,0,135.955241988235,120.8,4028,66.6,13.5,261672033.119339,0.431699020849802,692.4,0.490403744577966,-65.1008119511323,0.022,120,46,146.2,6.54,5.34,0.338226213495884,"0","1","0","0",-0.5,0.312500000000525,-0.599996255476666,0.761995324316605,1.17644434107487,-1,0.336217745964389,0.333333333333334,-0.8590711899286,-0.498167017458335,-0.35,-0.766976804935735,-0.908794522314517,-0.920761244626505,0.861974173451471,0.125874125874126,0.4,0.833333333333331,-1.64141898370086,-0.00733023508143594,-0.156754843460912,-1.44247787610619,-0.203915828095018,1.44929370870809,-0.342146189735614,0,0,4.49999999999993,-0.0194174757281549,-0.279069767441863,-0.108885752606006
5.32,23.92,0.206700495678973,2.03492007755421,0.851659817750965,0.078,0.131925200340404,0.04,-110.843304917764,12305.242729494,46.6,0,0,0,117.371707580272,119.6,4020,65,19.04,265615558.008089,0.431699020849802,727,0.490403744577966,-65.1008119511323,0.03,120,46,146.2,6.52,5.34,0.340620010907223,"0","1","0","0",-0.166666666666687,-0.499999999999534,-0.179177964420121,-0.42501069857058,-0.312333580254304,0.0322580645161291,0,0,-0.8590711899286,-0.528817502467508,0,-0.766976804935735,-0.908794522314517,-0.920761244626505,-0.143048933682056,0.0839160839160836,0.32,-0.499999999999994,-0.579098753595397,0.0257723234582726,-0.156754843460912,0.0884955752212389,-0.203915828095018,1.44929370870809,-0.0933125972006222,0,0,4.49999999999993,-0.0388349514563107,-0.279069767441863,-0.0260013093337954
5.35333333333333,24.0666666666667,0.201988882764328,2.02156674608381,0.851508034948015,0.11,0.131925200340404,0.0200000000000005,-110.843304917764,12218.7894469943,46.6,0,0,0,106.826222952258,119.6,4012,65.4,18.44,277661109.447948,0.436127521341465,735,0.495543375592877,-65.1008119511323,0.058,120,46,146.8,6.52,5.34,0.340620010907223,"0","1","0","0",0.0416666666666232,0.87500000000035,-0.290322884471953,-1.47344343497224,-1.68666907184004,0.548387096774194,0,-0.333333333333332,-0.8590711899286,-0.589947530412772,0,-0.766976804935735,-0.908794522314517,-0.920761244626505,-0.713363250345856,0.0839160839160836,0.24,-0.166666666666657,-0.694151486097794,0.126884547402537,-0.116137884484992,0.442477876106194,-0.149078533816117,1.44929370870809,0.777604976671851,0,0,5.24999999999995,-0.0388349514563107,-0.279069767441863,-0.0260013093337954
5.26666666666667,23.8933333333333,0.187079545319916,2.04905038777946,0.85183195796381,0.096,0.151756910482896,0.04,-110.843304917764,11042.2175714625,46,0,0,0,117.371707580272,120,4012,65,23.44,262108440.371551,0.436127521341465,731,0.495543375592877,-65.1008119511323,0.046,120,46,146.8,6.52,5.34,0.340620010907223,"0","1","0","0",-0.5,-0.7499999999998,-0.642027735508003,0.684426287136702,1.24633050713965,0.32258064516129,0.231184892138303,0,-0.8590711899286,-1.42188669514093,-0.15,-0.766976804935735,-0.908794522314517,-0.920761244626505,-0.143048933682056,0.0979020979020978,0.24,-0.499999999999994,0.264621284755513,-0.0036669650321708,-0.116137884484992,0.265486725663717,-0.149078533816117,1.44929370870809,0.404354587869362,0,0,5.24999999999995,-0.0388349514563107,-0.279069767441863,-0.0260013093337954
5.26666666666667,23.8733333333333,0.252177508036144,2.0515061498532,0.851835800245168,0.16,0.204726854327644,0.08,-110.843304917764,12435.5271228428,46.6,0,0,0,114.730047862817,120,4010,65,21.16,265615558.008089,0.431699020849802,732.4,0.490403744577966,-65.1008119511323,0.066,120,46,146.6,6.52,5.34,0.340620010907223,"0","1","0","0",-0.5,-0.937499999999742,0.893605176767605,0.877239695283519,1.28112090194043,1.35483870967742,0.848673281507316,0.666666666666681,-0.8590711899286,-0.436695047704026,0,-0.766976804935735,-0.908794522314517,-0.920761244626505,-0.285913525472976,0.0979020979020978,0.22,-0.499999999999994,-0.172579098753595,0.0257723234582726,-0.156754843460912,0.327433628318583,-0.203915828095018,1.44929370870809,1.02643856920684,0,0,4.99999999999993,-0.0388349514563107,-0.279069767441863,-0.0260013093337954
5.28666666666667,23.8666666666667,0.205420821564135,2.03980180916348,0.851740387058114,0.034,0.121000313490943,0.0199999999999996,-110.843304917764,14429.9720751011,47.4,0,0,0,120.01677589983,119.8,4010,65.2,19.88,320175550.159623,0.431699020849802,731,0.490403744577966,-65.1008119511323,0.046,120,46,146,6.52,5.34,0.33984617507916,"0","1","0","0",-0.375000000000003,-0.999999999999101,-0.209364925820099,-0.0417230343023234,0.417190820375454,-0.67741935483871,-0.12735506770566,-0.333333333333347,-0.8590711899286,0.973551875738925,0.199999999999999,-0.766976804935735,-0.908794522314517,-0.920761244626505,0,0.0909090909090907,0.22,-0.333333333333325,-0.418024928092042,0.48375734576021,-0.156754843460912,0.265486725663717,-0.203915828095018,1.44929370870809,0.404354587869362,0,0,4.24999999999995,-0.0388349514563107,-0.279069767441863,-0.0527951188221343
5.22666666666667,23.6933333333333,0.242162793831136,2.02811869024769,0.851633381724804,0.124,0.142159360785483,0.0599999999999996,-110.843304917764,13142.6450460813,48.8,0,0,0,114.730047862817,120.2,1624,68.8,17.02,298460303.486029,0.297356849982247,295.8,0.239329445426841,-57.7427238279423,0.164,120,46,146.6,6.52,5.34,0.341370958425448,"0","0","1","0",-0.75,-2.62499999999925,0.657362380548556,-0.959019542798842,-0.551701732000053,0.774193548387097,0.119303038498537,0.333333333333334,-0.8590711899286,0.0632991359555965,0.549999999999999,-0.766976804935735,-0.908794522314517,-0.920761244626505,-0.285913525472976,0.104895104895105,-23.64,2.66666666666666,-0.966442953020133,0.301476202748378,-1.38890338970961,-18.9911504424779,-2.88275311981408,1.67851968409302,4.0746500777605,0,0,4.99999999999993,-0.0388349514563107,-0.279069767441863,0
5.35333333333333,23.9933333333333,0.21969556092162,2.03099479038129,0.851606446360423,0.146,0.0536833391752364,0.0200000000000005,-110.843304917764,11455.1944929926,46.4,0,0,0,117.371707580272,120.4,4012,65.2,21.82,271374912.651048,0.427160561428065,726.4,0.484993396759324,-50.9716524994221,0.046,120,46,146.8,6.52,5.36,0.341370958425448,"0","1","0","0",0.0416666666666232,0.187499999999942,0.127370029574221,-0.733203420438193,-0.795591201221025,1.12903225806452,-0.912091599978233,-0.333333333333332,-0.8590711899286,-1.129875911699,-0.0500000000000007,-0.766976804935735,-0.908794522314517,-0.920761244626505,-0.143048933682056,0.111888111888112,0.24,-0.333333333333325,-0.0460210930009584,0.0741172381216484,-0.198380314767432,0.0619469026548662,-0.26164153537271,1.88945836866644,0.404354587869362,0,0,5.24999999999995,-0.0388349514563107,-0.186046511627907,0
